"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FSMMA_genomic","SM2011_genomic"
"wzxC","","Lipopolysaccharide biosynthesis protein WzxC","2","2","1","1","2583","","","","1484","1484","1484","JPHAALHC_06090","PPGGGBPO_06135"
"adeC_1","","Adenine deaminase","2","2","1","1","4658","","","","1697","1697","1697","JPHAALHC_01688","PPGGGBPO_01333"
"lutA","","Lactate utilization protein A","2","2","1","1","3854","","","","1364","1364","1364","JPHAALHC_03361","PPGGGBPO_03025"
"asnC_3","","Regulatory protein AsnC","2","2","1","1","2769","","","","461","461","461","JPHAALHC_05873","PPGGGBPO_04816"
"abo_1","","4-methylaminobutanoate oxidase (formaldehyde-forming)","2","2","1","1","4790","","","","2447","2447","2447","JPHAALHC_01557","PPGGGBPO_01467"
"tsaB1","","Toluene-4-sulfonate monooxygenase system reductase subunit TsaB1","2","2","1","1","782","","","","965","965","965","JPHAALHC_02693","PPGGGBPO_00251"
"actP_2","","Copper-transporting P-type ATPase","2","2","1","1","2529","","","","2480","2483","2481","JPHAALHC_06144","PPGGGBPO_06081"
"bepF_3","","Efflux pump periplasmic linker BepF","2","2","1","1","7036","","","","1208","1208","1208","JPHAALHC_03022","PPGGGBPO_03391"
"group_6283","","hypothetical protein","2","2","1","1","6189","","","","1064","1064","1064","JPHAALHC_03949","PPGGGBPO_03872"
"group_6284","","hypothetical protein","2","2","1","1","2522","","","","626","626","626","JPHAALHC_06151","PPGGGBPO_06074"
"acsA_2","","Acetyl-coenzyme A synthetase","2","2","1","1","897","","","","1949","1949","1949","JPHAALHC_02574","PPGGGBPO_00372"
"rspR_10","","HTH-type transcriptional repressor RspR","2","2","1","1","453","","","","704","704","704","JPHAALHC_05524","PPGGGBPO_05168"
"lyx","","L-xylulose/3-keto-L-gulonate kinase","2","2","1","1","2138","","","","1529","1529","1529","JPHAALHC_05143","PPGGGBPO_05553"
"ssuA_1","","Putative aliphatic sulfonates-binding protein","2","2","1","1","4489","","","","1034","1034","1034","JPHAALHC_01834","PPGGGBPO_01162"
"group_6293","xylG_1","Xylose import ATP-binding protein XylG","2","2","1","1","6556","","","","1592","1592","1592","JPHAALHC_04630","PPGGGBPO_04515"
"pcpR","","PCP degradation transcriptional activation protein","2","2","1","1","6914","","","","926","926","926","JPHAALHC_02810","PPGGGBPO_00133"
"map_2","","Methionine aminopeptidase","2","2","1","1","2634","","","","749","749","749","JPHAALHC_06041","PPGGGBPO_06183"
"araQ_11","","L-arabinose transport system permease protein AraQ","2","2","1","1","594","","","","863","863","863","JPHAALHC_05660","PPGGGBPO_05033"
"kynB","","Kynurenine formamidase","2","2","1","1","4925","","","","821","821","821","JPHAALHC_01421","PPGGGBPO_01602"
"group_6298","","hypothetical protein","2","2","1","1","4085","","","","335","335","335","JPHAALHC_00088","PPGGGBPO_02797"
"qorA_1","","Quinone oxidoreductase 1","2","2","1","1","5460","","","","977","977","977","JPHAALHC_00876","PPGGGBPO_02086"
"aprE","","Subtilisin E","2","2","1","1","5911","","","","482","1535","1008","JPHAALHC_03751","PPGGGBPO_04094"
"waaA","","3-deoxy-D-manno-octulosonic acid transferase","2","2","1","1","3884","","","","1313","1313","1313","JPHAALHC_03391","PPGGGBPO_02995"
"amiD_2","","Putative amidase AmiD","2","2","1","1","6115","","","","1415","1415","1415","JPHAALHC_04023","PPGGGBPO_03801"
"group_6302","araC_9","L-arabonate dehydratase","2","2","1","1","2687","","","","1739","1739","1739","JPHAALHC_05986","PPGGGBPO_06237"
"cyaA_11","","Adenylate cyclase 1","2","2","1","1","1479","","","","1349","1349","1349","JPHAALHC_04879","PPGGGBPO_05835"
"group_6304","","putative HTH-type transcriptional regulator","2","2","1","1","1939","","","","701","701","701","JPHAALHC_05341","PPGGGBPO_05351"
"mdtD","","Putative multidrug resistance protein MdtD","2","2","1","1","3826","","","","1202","1202","1202","JPHAALHC_03332","PPGGGBPO_03054"
"group_6306","dadA1_1","D-amino acid dehydrogenase 1","2","2","1","1","3814","","","","1253","1253","1253","JPHAALHC_03320","PPGGGBPO_03066"
"group_6307","","hypothetical protein","2","2","1","1","6772","","","","1076","1076","1076","JPHAALHC_02352","PPGGGBPO_00663"
"dthD","","D-threitol dehydrogenase","2","2","1","1","4508","","","","764","764","764","JPHAALHC_01815","PPGGGBPO_01181"
"dnaN","","DNA polymerase III subunit beta","2","2","1","1","7128","","","","1118","1118","1118","JPHAALHC_02929","PPGGGBPO_00014"
"miaB","","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase","2","2","1","1","7058","","","","1418","1418","1418","JPHAALHC_03000","PPGGGBPO_03412"
"group_6311","","hypothetical protein","2","2","1","1","4953","","","","2036","2036","2036","JPHAALHC_01392","PPGGGBPO_01631"
"group_6312","gcvA_11","Glycine cleavage system transcriptional activator","2","2","1","1","6682","","","","878","878","878","JPHAALHC_04355","PPGGGBPO_04785"
"rarA","","Replication-associated recombination protein A","2","2","1","1","5763","","","","1310","1310","1310","JPHAALHC_00566","PPGGGBPO_02397"
"oppC_2","","Oligopeptide transport system permease protein OppC","2","2","1","1","1379","","","","1130","1130","1130","JPHAALHC_06291","PPGGGBPO_05932"
"group_6315","","hypothetical protein","2","2","1","1","2812","","","","722","722","722","JPHAALHC_05916","PPGGGBPO_06324"
"group_6316","","hypothetical protein","2","2","1","1","6534","","","","992","992","992","JPHAALHC_04652","PPGGGBPO_04493"
"nanK","","N-acetylmannosamine kinase","2","2","1","1","2103","","","","1070","1070","1070","JPHAALHC_05178","PPGGGBPO_05518"
"glnQ_7","","Glutamine transport ATP-binding protein GlnQ","2","2","1","1","1835","","","","623","623","623","JPHAALHC_05444","PPGGGBPO_05247"
"doeB","","N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase","2","2","1","1","2077","","","","1010","1010","1010","JPHAALHC_05204","PPGGGBPO_05492"
"cysK","","Cysteine synthase","2","2","1","1","5514","","","","1085","1085","1085","JPHAALHC_00820","PPGGGBPO_02142"
"group_6321","","putative ABC transporter-binding protein","2","2","1","1","6087","","","","1307","1307","1307","JPHAALHC_04050","PPGGGBPO_03775"
"potA_10","","Spermidine/putrescine import ATP-binding protein PotA","2","2","1","1","1462","","","","1028","1028","1028","JPHAALHC_04862","PPGGGBPO_05852"
"cocE_1","","Cocaine esterase","2","2","1","1","4805","","","","1997","1997","1997","JPHAALHC_01542","PPGGGBPO_01482"
"group_6324","","hypothetical protein","2","2","1","1","2205","","","","509","509","509","JPHAALHC_05081","PPGGGBPO_05614"
"acoC","","Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system","2","2","1","1","1192","","","","833","833","833","JPHAALHC_04269","PPGGGBPO_03470"
"luxA_2","","Alkanal monooxygenase alpha chain","2","2","1","1","1190","","","","1040","1040","1040","JPHAALHC_04267","PPGGGBPO_03472"
"phnA","","Phosphonoacetate hydrolase","2","2","1","1","2491","","","","1274","1274","1274","JPHAALHC_06182","PPGGGBPO_06043"
"alkJ_4","","Alcohol dehydrogenase [acceptor]","2","2","1","1","2137","","","","1622","1622","1622","JPHAALHC_05144","PPGGGBPO_05552"
"mdtC_4","","Multidrug resistance protein MdtC","2","2","1","1","2287","","","","3197","3197","3197","JPHAALHC_04212","PPGGGBPO_03519"
"feaR_1","","Transcriptional activator FeaR","2","2","1","1","5278","","","","1016","1016","1016","JPHAALHC_01065","PPGGGBPO_01956"
"soxR","","Redox-sensitive transcriptional activator SoxR","2","2","1","1","5248","","","","485","485","485","JPHAALHC_01096","PPGGGBPO_01926"
"atsA_3","","Arylsulfatase","2","2","1","1","6290","","","","1667","1667","1667","JPHAALHC_03867","PPGGGBPO_03969"
"cdhR_2","","HTH-type transcriptional regulator CdhR","2","2","1","1","4817","","","","971","971","971","JPHAALHC_01530","PPGGGBPO_01494"
"group_6334","","hypothetical protein","2","2","1","1","5947","","","","890","890","890","JPHAALHC_03785","PPGGGBPO_04058"
"group_6335","","hypothetical protein","2","2","1","1","6505","","","","326","326","326","JPHAALHC_04682","PPGGGBPO_04465"
"uspF","","Universal stress protein F","2","2","1","1","4068","","","","422","422","422","JPHAALHC_00071","PPGGGBPO_02814"
"katE","","Catalase C","2","2","1","1","558","","","","2117","2117","2117","JPHAALHC_05625","PPGGGBPO_05070"
"fdoH","","Formate dehydrogenase-O iron-sulfur subunit","2","2","1","1","6395","","","","992","992","992","JPHAALHC_04788","PPGGGBPO_04368"
"glnQ_9","","Glutamine transport ATP-binding protein GlnQ","2","2","1","1","2069","","","","785","785","785","JPHAALHC_05212","PPGGGBPO_05484"
"degA_3","","HTH-type transcriptional regulator DegA","2","2","1","1","1466","","","","1070","1070","1070","JPHAALHC_04866","PPGGGBPO_05848"
"group_6341","","hypothetical protein","2","2","1","1","1213","","","","1619","1619","1619","JPHAALHC_04283","PPGGGBPO_04795"
"potA_11","","Spermidine/putrescine import ATP-binding protein PotA","2","2","1","1","2006","","","","1061","1061","1061","JPHAALHC_05275","PPGGGBPO_05418"
"group_6343","","hypothetical protein","2","2","1","1","522","","","","530","530","530","JPHAALHC_05590","PPGGGBPO_05105"
"group_6344","","putative signaling protein","2","2","1","1","3934","","","","1346","1346","1346","JPHAALHC_03399","PPGGGBPO_02987"
"yjiA_3","","putative GTP-binding protein YjiA","2","2","1","1","1783","","","","1049","1049","1049","JPHAALHC_05496","PPGGGBPO_05195"
"group_6346","","hypothetical protein","2","2","1","1","1340","","","","818","818","818","JPHAALHC_06252","PPGGGBPO_05972"
"pccB","","Propionyl-CoA carboxylase beta chain","2","2","1","1","690","","","","1532","1532","1532","JPHAALHC_05744","PPGGGBPO_04940"
"nuoM_2","","NADH-quinone oxidoreductase subunit M","2","2","1","1","6203","","","","1475","1475","1475","JPHAALHC_03935","PPGGGBPO_03886"
"mhqE","","Putative ring-cleaving dioxygenase MhqE","2","2","1","1","1374","","","","932","932","932","JPHAALHC_06287","PPGGGBPO_05937"
"group_6350","","hypothetical protein","2","2","1","1","2854","","","","818","818","818","JPHAALHC_05958","PPGGGBPO_06282"
"dgoD_2","","D-galactonate dehydratase","2","2","1","1","2151","","","","1148","1148","1148","JPHAALHC_05130","PPGGGBPO_05566"
"prsD_2","","Type I secretion system ATP-binding protein PrsD","2","2","1","1","5033","","","","1853","1853","1853","JPHAALHC_01310","PPGGGBPO_01712"
"fhs","","Formate--tetrahydrofolate ligase","2","2","1","1","4674","","","","1706","1706","1706","JPHAALHC_01672","PPGGGBPO_01349"
"lsrR_3","","Transcriptional regulator LsrR","2","2","1","1","1672","","","","947","947","947","JPHAALHC_05005","PPGGGBPO_05674"
"nrtA_1","","Nitrate transport protein NrtA","2","2","1","1","3446","","","","1292","1292","1292","JPHAALHC_04460","PPGGGBPO_04693"
"ytnP_1","","putative quorum-quenching lactonase YtnP","2","2","1","1","4457","","","","962","962","962","JPHAALHC_01867","PPGGGBPO_01128"
"ydaP","","Putative thiamine pyrophosphate-containing protein YdaP","2","2","1","1","464","","","","1817","1817","1817","JPHAALHC_05534","PPGGGBPO_05158"
"group_6358","","hypothetical protein","2","2","1","1","2636","","","","437","437","437","JPHAALHC_06039","PPGGGBPO_06185"
"sugB_4","","Trehalose transport system permease protein SugB","2","2","1","1","6089","","","","959","959","959","JPHAALHC_04048","PPGGGBPO_03777"
"mscK_2","","Mechanosensitive channel MscK","2","2","1","1","6227","","","","1283","1283","1283","JPHAALHC_03911","PPGGGBPO_03910"
"xylH_2","","Xylose transport system permease protein XylH","2","2","1","1","2701","","","","1355","1355","1355","JPHAALHC_05972","PPGGGBPO_06251"
"benM","","HTH-type transcriptional regulator BenM","2","2","1","1","748","","","","899","899","899","JPHAALHC_05802","PPGGGBPO_04883"
"group_6363","","NADH dehydrogenase-like protein","2","2","1","1","2659","","","","1205","1205","1205","JPHAALHC_06016","PPGGGBPO_06209"
"bepA_8","","Beta-barrel assembly-enhancing protease","2","2","1","1","1945","","","","1913","1913","1913","JPHAALHC_05335","PPGGGBPO_05357"
"group_6365","potA_6","Spermidine/putrescine import ATP-binding protein PotA","2","2","1","1","1184","","","","1079","1079","1079","JPHAALHC_04261","PPGGGBPO_03478"
"lsrD_1","","Autoinducer 2 import system permease protein LsrD","2","2","1","1","3701","","","","1004","1004","1004","JPHAALHC_03206","PPGGGBPO_03180"
"coxM_2","","Carbon monoxide dehydrogenase medium chain","2","2","1","1","3228","","","","860","860","860","JPHAALHC_04534","PPGGGBPO_04175"
"paaZ_3","","Bifunctional protein PaaZ","2","2","1","1","2611","","","","551","551","551","JPHAALHC_06063","PPGGGBPO_06162"
"group_6369","","hypothetical protein","2","2","1","1","5577","","","","794","794","794","JPHAALHC_00753","PPGGGBPO_02209"
"betB_5","","NAD/NADP-dependent betaine aldehyde dehydrogenase","2","2","1","1","6530","","","","1514","1514","1514","JPHAALHC_04656","PPGGGBPO_04489"
"group_6371","","hypothetical protein","2","2","1","1","1732","","","","905","905","905","JPHAALHC_05040","PPGGGBPO_05628"
"apbE","","FAD:protein FMN transferase","2","2","1","1","2391","","","","1004","1004","1004","JPHAALHC_04134","PPGGGBPO_03687"
"mcbR_2","","HTH-type transcriptional regulator McbR","2","2","1","1","5998","","","","680","680","680","JPHAALHC_03824","PPGGGBPO_04015"
"comR_3","","HTH-type transcriptional repressor ComR","2","2","1","1","2972","","","","566","566","566","JPHAALHC_04800","PPGGGBPO_04355"
"group_6375","","hypothetical protein","2","2","1","1","3145","","","","809","809","809","JPHAALHC_03719","PPGGGBPO_04129"
"artQ","","Arginine transport system permease protein ArtQ","2","2","1","1","1522","","","","659","659","659","JPHAALHC_04922","PPGGGBPO_05791"
"ramB","","HTH-type transcriptional regulator RamB","2","2","1","1","3783","","","","1412","1412","1412","JPHAALHC_03288","PPGGGBPO_03098"
"fucA_2","","L-fuculose phosphate aldolase","2","2","1","1","2716","","","","677","677","677","JPHAALHC_05822","PPGGGBPO_04866"
"group_6379","mcbR_2","HTH-type transcriptional regulator McbR","2","2","1","1","2325","","","","692","698","695","JPHAALHC_04173","PPGGGBPO_03558"
"glxR_3","","2-hydroxy-3-oxopropionate reductase","2","2","1","1","752","","","","884","884","884","JPHAALHC_05806","PPGGGBPO_04879"
"fabG_11","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","1","6108","","","","758","758","758","JPHAALHC_04030","PPGGGBPO_03794"
"argH_2","","Argininosuccinate lyase","2","2","1","1","1563","","","","1466","1466","1466","JPHAALHC_04963","PPGGGBPO_05751"
"yecS_3","","L-cystine transport system permease protein YecS","2","2","1","1","6442","","","","656","656","656","JPHAALHC_04740","PPGGGBPO_04410"
"metG","","Methionine--tRNA ligase","2","2","1","1","5535","","","","1550","1550","1550","JPHAALHC_00796","PPGGGBPO_02167"
"rmd","","GDP-6-deoxy-D-mannose reductase","2","2","1","1","2834","","","","842","842","842","JPHAALHC_05938","PPGGGBPO_06302"
"rbsB_4","","Ribose import binding protein RbsB","2","2","1","1","6529","","","","950","950","950","JPHAALHC_04657","PPGGGBPO_04488"
"abo_7","","4-methylaminobutanoate oxidase (formaldehyde-forming)","2","2","1","1","2487","","","","2477","2477","2477","JPHAALHC_06186","PPGGGBPO_06039"
"oat2","","Glutamate N-acetyltransferase 2","2","2","1","1","26","","","","1241","1241","1241","JPHAALHC_01894","PPGGGBPO_01101"
"gcd","","Quinoprotein glucose dehydrogenase","2","2","1","1","4062","","","","2333","2333","2333","JPHAALHC_00066","PPGGGBPO_02820"
"hmuU_2","","Hemin transport system permease protein HmuU","2","2","1","1","2830","","","","1067","1067","1067","JPHAALHC_05934","PPGGGBPO_06306"
"group_6391","","hypothetical protein","2","2","1","1","4291","","","","326","329","327","JPHAALHC_00293","PPGGGBPO_02590"
"hutU","","Urocanate hydratase","2","2","1","1","1412","","","","1679","1679","1679","JPHAALHC_06324","PPGGGBPO_05901"
"group_6393","","hypothetical protein","2","2","1","1","520","","","","842","842","842","JPHAALHC_05588","PPGGGBPO_05107"
"catE","","Catechol-2,3-dioxygenase","2","2","1","1","4067","","","","890","890","890","JPHAALHC_00070","PPGGGBPO_02815"
"group_6395","","hypothetical protein","2","2","1","1","5975","","","","422","422","422","JPHAALHC_03807","PPGGGBPO_04034"
"gatD","","Galactitol-1-phosphate 5-dehydrogenase","2","2","1","1","2652","","","","1019","1019","1019","JPHAALHC_06023","PPGGGBPO_06201"
"group_6397","","putative type IV piliation system protein","2","2","1","1","6497","","","","1400","1400","1400","JPHAALHC_04690","PPGGGBPO_04457"
"yagT_5","","Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit","2","2","1","1","1331","","","","662","662","662","JPHAALHC_06243","PPGGGBPO_05981"
"paaX","","Transcriptional repressor PaaX","2","2","1","1","577","","","","920","920","920","JPHAALHC_05644","PPGGGBPO_05049"
"aldHT","","Aldehyde dehydrogenase, thermostable","2","2","1","1","2688","","","","1433","1433","1433","JPHAALHC_05985","PPGGGBPO_06238"
"group_6401","","hypothetical protein","2","2","1","1","1811","","","","368","368","368","JPHAALHC_05468","PPGGGBPO_05223"
"rbsC_23","","Ribose import permease protein RbsC","2","2","1","1","2653","","","","995","995","995","JPHAALHC_06022","PPGGGBPO_06202"
"tamB","","Translocation and assembly module TamB","2","2","1","1","430","","","","5609","5609","5609","JPHAALHC_02303","PPGGGBPO_00714"
"fdhE","","Protein FdhE","2","2","1","1","6397","","","","920","920","920","JPHAALHC_04786","PPGGGBPO_04370"
"nagC_6","","N-acetylglucosamine repressor","2","2","1","1","2698","","","","1211","1211","1211","JPHAALHC_05975","PPGGGBPO_06248"
"hcr_2","","NADH oxidoreductase HCR","2","2","1","1","6018","","","","1064","1064","1064","JPHAALHC_03843","PPGGGBPO_03998"
"thiC","","Phosphomethylpyrimidine synthase","2","2","1","1","612","","","","1835","1850","1842","JPHAALHC_05671","PPGGGBPO_05015"
